,company,specific_bean_region,year,cacao_percent,company_country,rating,origin_country,origin_gdp,company_gdp
1048,Meadowlands,Bolivia,2014,0.7,United States,2.5,Bolivia,32996187988.4226,17393103000000.0
1050,Meadowlands,Belize,2014,0.7,United States,3.0,Belize,1706497950.0,17393103000000.0
1051,Meadowlands,Nicaragua,2014,0.7,United States,3.0,Nicaragua,11880438824.4494,17393103000000.0
1052,Meadowlands,Dominican Republic,2014,0.7,United States,3.5,Dominican Republic,65231032303.2418,17393103000000.0
1053,Menakao (aka Cinagra),Madagascar,2012,0.8,Madagascar,2.5,Madagascar,9919780071.28764,9919780071.28764
1054,Menakao (aka Cinagra),Madagascar,2012,0.72,Madagascar,2.5,Madagascar,9919780071.28764,9919780071.28764
1055,Mesocacao,El Salvador,2015,0.8,Honduras,2.75,El Salvador,26052340000.0,20844284855.0025
1056,Mesocacao,El Salvador,2015,0.7,Honduras,3.0,El Salvador,26052340000.0,20844284855.0025
1057,Mesocacao,Honduras,2014,0.8,Honduras,3.25,Honduras,19756494434.7031,19756494434.7031
1058,Mesocacao,Honduras,2014,0.7,Honduras,3.5,Honduras,19756494434.7031,19756494434.7031
1059,Mesocacao,La Tronca,2014,0.7,Honduras,3.25,Nicaragua,11880438824.4494,19756494434.7031
1060,Mesocacao,La Tronca,2014,0.8,Honduras,3.5,Nicaragua,11880438824.4494,19756494434.7031
1061,Metiisto,Fazenda Sempre Firme P.,2014,0.7,Sweden,3.0,Brazil,2455993200170.0,573817719109.402
1062,Metiisto,Akesson Estate,2014,0.72,Sweden,3.5,Madagascar,10673516672.6664,573817719109.402
1064,Michel Cluizel,Chiapas,2012,0.66,France,3.75,Mexico,1186598324461.82,2681416108537.39
1068,Michel Cluizel,Los Ancones P.,2006,0.67,France,4.0,Dominican Republic,35952845582.5029,2325011918203.49
1069,Michel Cluizel,Mangaro P.,2006,0.65,France,4.0,Madagascar,5515884348.54904,2325011918203.49
1070,Michel Cluizel,Maralumi P.,2006,0.64,France,4.0,Papua New Guinea,8306343442.27435,2325011918203.49
1071,Middlebury,Maya Mountain,2015,0.8,United States,3.5,Belize,1742545900.0,18120714000000.0
1073,Middlebury,Oko Caribe,2015,0.75,United States,3.75,Dominican Republic,68102618092.1031,18120714000000.0
1075,Middlebury,Kokoa Kamili,2015,0.75,United States,3.25,Tanzania,45628320606.0487,18120714000000.0
1076,Middlebury,Matagalpa,2015,0.7,United States,3.5,Nicaragua,12747741539.7259,18120714000000.0
1077,Middlebury,La Red,2013,0.75,United States,2.5,Dominican Republic,61965942056.6828,16691517000000.0
1078,Middlebury,Belize,2013,0.8,United States,3.25,Belize,1613705850.0,16691517000000.0
1079,Middlebury,Alto Beni,2012,0.75,United States,2.0,Bolivia,27084497539.7974,16155255000000.0
1080,Middlebury,Balinese,2012,0.7,United States,2.5,Indonesia,917869910105.749,16155255000000.0
1081,Millcreek Cacao Roasters,Ecuador,2013,0.7,United States,2.5,Ecuador,95129659000.0,16691517000000.0
1082,Millcreek Cacao Roasters,Ecuador,2012,0.7,United States,3.5,Ecuador,87924544000.0,16155255000000.0
1083,Mindo,Ecuador,2010,0.67,United States,2.75,Ecuador,69555367000.0,14964372000000.0
1084,Mindo,Ecuador,2010,0.77,United States,2.75,Ecuador,69555367000.0,14964372000000.0
1085,Minimal,Acul-du-Nord,2016,0.7,Japan,3.5,Haiti,8022638721.92013,4940158776617.16
1086,Mission,Fazenda Camboa,2016,0.75,Brazil,3.75,Brazil,1796186586414.45,1796186586414.45
1087,Mission,Bahia,2015,0.7,Brazil,3.5,Brazil,1803652649613.75,1803652649613.75
1088,Mita,Tumaco,2012,0.65,Colombia,2.5,Colombia,369659697842.885,369659697842.885
1089,Moho,Toledo District,2013,0.73,United States,3.25,Belize,1613705850.0,16691517000000.0
1090,Moho,Toledo District,2013,0.72,United States,3.0,Belize,1613705850.0,16691517000000.0
1091,Moho,Umoho R.,2010,0.67,United States,2.75,Belize,1397113450.0,14964372000000.0
1092,Molucca,La Red,2015,0.7,United States,3.0,Dominican Republic,68102618092.1031,18120714000000.0
1093,Molucca,Indonesia,2015,0.7,United States,2.75,Indonesia,861256351277.359,18120714000000.0
1094,Molucca,Peru,2015,0.7,United States,3.25,Peru,189212096470.293,18120714000000.0
1095,Momotombo,Matagalpa,2011,0.7,Nicaragua,2.75,Nicaragua,9774316692.15985,9774316692.15985
1096,Momotombo,Mombacho,2011,0.7,Nicaragua,2.75,Nicaragua,9774316692.15985,9774316692.15985
1097,Momotombo,Oscuro,2011,0.7,Nicaragua,3.25,Nicaragua,9774316692.15985,9774316692.15985
1098,Monarque,Oko Caribe,2016,0.72,Canada,3.5,Dominican Republic,71583553487.5646,1529760492201.35
1099,Monsieur Truffe,Papaua New Guinea,2014,0.7,Australia,3.25,Papua New Guinea,23003575201.1051,1459597906912.7
1100,Montecristi,Manabi,2015,0.7,Ecuador,3.25,Ecuador,99290381000.0,99290381000.0
1101,Montecristi,Manabi,2015,0.63,Ecuador,3.5,Ecuador,99290381000.0,99290381000.0
1102,Montecristi,Manabi,2015,0.85,Ecuador,3.5,Ecuador,99290381000.0,99290381000.0
1103,Muchomas (Mesocacao),Nicaragua,2015,0.7,United States,3.5,Nicaragua,12747741539.7259,18120714000000.0
1104,Muchomas (Mesocacao),Nicaragua,2015,0.8,United States,3.5,Nicaragua,12747741539.7259,18120714000000.0
1105,Mutari,Kokoa Kamili,2016,0.68,United States,2.75,Tanzania,47340071107.343,18624475000000.0
1106,Mutari,Oko Caribe,2016,0.71,United States,2.75,Dominican Republic,71583553487.5646,18624475000000.0
1107,Mutari,Ambanja,2016,0.68,United States,2.75,Madagascar,10001193420.1518,18624475000000.0
1108,Mutari,Tien Giang,2016,0.8,United States,3.0,Vietnam,205276172134.901,18624475000000.0
1109,Nahua,Costa Rica,2013,0.58,Costa Rica,2.5,Costa Rica,49745088111.6953,49745088111.6953
1110,Nahua,Costa Rica,2013,0.7,Costa Rica,3.0,Costa Rica,49745088111.6953,49745088111.6953
1112,Naive,Maranon Canyon,2013,0.78,Lithuania,3.75,Peru,201217661645.509,46473646001.5672
1113,Naive,Grenada,2012,0.71,Lithuania,2.5,Grenada,799882148.148148,42847900765.8065
1114,Na�ve,Nicaragua,2014,0.7,Lithuania,3.25,Nicaragua,11880438824.4494,48545251795.561
1118,Nathan Miller,Peru,2014,0.72,United States,2.25,Peru,201049665375.132,17393103000000.0
1119,Nathan Miller,Hispaniola,2014,0.7,United States,2.5,Dominican Republic,65231032303.2418,17393103000000.0
1120,Nathan Miller,Madagascar,2014,0.735,United States,2.5,Madagascar,10673516672.6664,17393103000000.0
1121,Nathan Miller,Ghana,2014,0.7,United States,3.5,Ghana,38616536131.648,17393103000000.0
1122,Neuhaus (Callebaut),Papua New Guinea,2010,0.7,Belgium,2.5,Papua New Guinea,14250726289.854,483548031197.108
1128,Nibble,Elvesia P.,2015,0.72,United States,2.75,Dominican Republic,68102618092.1031,18120714000000.0
1129,Nibble,Ambanja,2015,0.72,United States,3.0,Madagascar,9744243420.48073,18120714000000.0
1130,Nibble,Tumbes,2015,0.72,United States,3.0,Peru,189212096470.293,18120714000000.0
1131,Night Owl,Peru,2013,0.75,United States,2.75,Peru,201217661645.509,16691517000000.0
1132,Night Owl,Ecuador,2013,0.75,United States,3.5,Ecuador,95129659000.0,16691517000000.0
1133,Noble Bean aka Jerjobo,Ghana,2014,0.75,United States,3.0,Ghana,38616536131.648,17393103000000.0
1134,Noble Bean aka Jerjobo,Moho Valley,2014,0.75,United States,3.0,Belize,1706497950.0,17393103000000.0
1135,Noble Bean aka Jerjobo,Maranon Canyon,2014,0.75,United States,3.25,Peru,201049665375.132,17393103000000.0
1137,Noir d' Ebine,Ecuador,2012,0.7,United States,3.0,Ecuador,87924544000.0,16155255000000.0
1138,Nova Monda,La Patriota,2012,0.7,Nicaragua,3.0,Nicaragua,10532001129.67,10532001129.67
1140,Nova Monda,Punta Galera,2012,0.8,Nicaragua,3.25,Ecuador,87924544000.0,10532001129.67
1141,Nuance,Ghana,2015,0.7,United States,3.75,Ghana,37543361203.5609,18120714000000.0
1142,Nuance,Ecuador,2015,0.7,United States,2.75,Ecuador,99290381000.0,18120714000000.0
1144,Nuance,Sambirano Valley,2015,0.7,United States,3.5,Madagascar,9744243420.48073,18120714000000.0
1145,Nuance,La Red,2015,0.7,United States,3.75,Dominican Republic,68102618092.1031,18120714000000.0
1146,Nugali,Fazenda Leolinda,2016,0.7,Brazil,3.5,Brazil,1796186586414.45,1796186586414.45
1147,Oakland Chocolate Co.,Jamaica,2010,0.7,United States,2.5,Jamaica,13191645685.5116,14964372000000.0
1148,Obolo,Pangoa,2015,0.7,Chile,3.75,Peru,189212096470.293,242517905161.664
1149,Obolo,Pangoa,2015,0.7,Chile,3.75,Peru,189212096470.293,242517905161.664
1152,Ocho,Sang Yum Coop,2016,0.1,New Zealand,2.75,Samoa,786356314.80277,184969146624.47
1153,Ocho,Sang Yum Coop,2016,0.7,New Zealand,3.5,Samoa,786356314.80277,184969146624.47
1154,Ocho,PNG,2014,0.66,New Zealand,2.75,Papua New Guinea,23003575201.1051,200696291789.952
1155,Ocho,PNG,2014,0.7,New Zealand,3.0,Papua New Guinea,23003575201.1051,200696291789.952
1156,Ocho,PNG,2014,0.88,New Zealand,3.25,Papua New Guinea,23003575201.1051,200696291789.952
1157,Ocho,PNG,2014,0.74,New Zealand,3.5,Papua New Guinea,23003575201.1051,200696291789.952
1159,Ohiyo,Tanzania,2015,0.7,United States,3.0,Tanzania,45628320606.0487,18120714000000.0
1160,Oialla by Bojessen (Malmo),Sylvestre,2011,0.7,Germany,3.5,Bolivia,23963033443.8518,3757698281117.55
1161,Olive and Sinclair,Dominican Republic prototype,2010,0.72,United States,3.0,Dominican Republic,53954579003.5277,14964372000000.0
1162,Olive and Sinclair,Ghana prototype,2010,0.72,United States,3.0,Ghana,32174772955.9748,14964372000000.0
1163,Olive and Sinclair,Dark 67,2009,0.67,United States,2.75,Ghana,25977847813.7422,14418739000000.0
1164,Olive and Sinclair,Dark 75,2009,0.75,United States,3.0,Ghana,25977847813.7422,14418739000000.0
1169,Omanhene,Ghana,2011,0.8,Ghana,2.75,Ghana,39566292432.8615,39566292432.8615
1170,Omnom,Kakao Kamili,2016,0.7,Iceland,3.75,Tanzania,47340071107.343,20047413006.3471
1171,Omnom,Papua New Guinea,2014,0.7,Iceland,3.0,Papua New Guinea,23003575201.1051,17178962757.4324
1172,Omnom,Madagascar,2014,0.66,Iceland,3.5,Madagascar,10673516672.6664,17178962757.4324
1173,organicfair,Maya Mountain,2013,0.74,Canada,2.75,Belize,1613705850.0,1842628005830.18
1174,organicfair,La Red,2013,0.72,Canada,2.75,Dominican Republic,61965942056.6828,1842628005830.18
1175,organicfair,Nicaraqua,2013,0.72,Canada,2.75,Nicaragua,10982972256.3787,1842628005830.18
1176,organicfair,Caribe,2013,0.72,Canada,3.0,Dominican Republic,61965942056.6828,1842628005830.18
1177,organicfair,Mindo,2013,0.72,Canada,3.0,Ecuador,95129659000.0,1842628005830.18
1178,Original Beans (Felchlin),Papua Kerafat,2014,0.68,Switzerland,2.75,Papua New Guinea,23003575201.1051,709182559935.301
1179,Original Beans (Felchlin),Alto Beni,2011,0.66,Switzerland,3.75,Bolivia,23963033443.8518,699579638638.226
1181,Original Beans (Felchlin),Piura,2009,0.75,Switzerland,3.0,Peru,120822986521.479,541506500413.565
1182,Original Beans (Felchlin),Alto Beni,2009,0.68,Switzerland,3.25,Bolivia,17339992165.2422,541506500413.565
1185,Orquidea,Peru,2012,0.65,Peru,3.0,Peru,192648999090.082,192648999090.082
1186,Orquidea,Peru,2012,0.72,Peru,3.0,Peru,192648999090.082,192648999090.082
1187,Pacari,Sierra Nevada,2016,0.7,Ecuador,4.0,Colombia,282462551366.878,98613972000.0
1188,Pacari,Garaua,2014,0.7,Ecuador,3.25,Ecuador,101726331000.0,101726331000.0
1189,Pacari,Cumbia,2014,0.7,Ecuador,3.5,Ecuador,101726331000.0,101726331000.0
1190,Pacari,Montubia,2014,0.7,Ecuador,3.75,Ecuador,101726331000.0,101726331000.0
1191,Pacari,Tangara,2014,0.7,Ecuador,4.0,Ecuador,101726331000.0,101726331000.0
1192,Pacari,Ecuador,2012,0.85,Ecuador,2.75,Ecuador,87924544000.0,87924544000.0
1193,Pacari,Piura,2012,0.7,Ecuador,4.0,Peru,192648999090.082,87924544000.0
1194,Pacari,Nube- prototype,2011,0.7,Ecuador,3.5,Ecuador,79276664000.0,79276664000.0
1195,Pacari,Esmeraldas,2008,0.6,Ecuador,2.5,Ecuador,61762635000.0,61762635000.0
1196,Pacari,Manabi,2008,0.65,Ecuador,2.75,Ecuador,61762635000.0,61762635000.0
1197,Pacari,Los Rios,2008,0.72,Ecuador,3.0,Ecuador,61762635000.0,61762635000.0
1198,Pacari,Raw,2008,0.1,Ecuador,2.0,Ecuador,61762635000.0,61762635000.0
1199,Pacari,Raw,2008,0.7,Ecuador,3.5,Ecuador,61762635000.0,61762635000.0
1200,Palette de Bine,Lachua,2016,0.7,Canada,2.75,Guatemala,68763255963.8943,1529760492201.35
1201,Palette de Bine,Maya Mtn,2016,0.72,Canada,3.0,Belize,1741100000.0,1529760492201.35
1202,Palette de Bine,Silvestre,2015,0.7,Canada,3.25,Bolivia,33000198263.3864,1552807652015.37
1204,Palette de Bine,Kokoa Kamili,2015,0.72,Canada,3.5,Tanzania,45628320606.0487,1552807652015.37
1205,Palette de Bine,Lam Dong,2015,0.72,Canada,3.75,Vietnam,193241108709.536,1552807652015.37
1206,Palette de Bine,Alto Beni,2014,0.72,Canada,2.75,Bolivia,32996187988.4226,1792883225804.38
1207,Palette de Bine,Sambirano,2014,0.78,Canada,3.75,Madagascar,10673516672.6664,1792883225804.38
1208,Palette de Bine,Camino Verde P.,2014,0.75,Canada,2.75,Ecuador,101726331000.0,1792883225804.38
1211,Pangea,Matasawalevu,2016,0.76,Spain,3.0,Fiji,4703632978.46947,1237255019653.86
1213,Parliament,Kilombero Valley,2016,0.7,United States,3.25,Tanzania,47340071107.343,18624475000000.0
1214,Parliament,Lachua,2015,0.7,United States,3.5,Guatemala,63767597193.9175,18120714000000.0
1215,Parliament,Alto Beni,2014,0.7,United States,3.0,Bolivia,32996187988.4226,17393103000000.0
1216,Parliament,Oko Caribe,2014,0.7,United States,3.5,Dominican Republic,65231032303.2418,17393103000000.0
1217,Pascha,Peru,2013,0.55,Peru,2.5,Peru,201217661645.509,201217661645.509
1218,Pascha,Peru,2013,0.7,Peru,2.75,Peru,201217661645.509,201217661645.509
1219,Patric,Madagascar,2009,0.75,United States,4.0,Madagascar,8550363974.79243,14418739000000.0
1220,Patric,Madagascar,2009,0.67,United States,3.5,Madagascar,8550363974.79243,14418739000000.0
1222,Patric,Madagascar,2007,0.7,United States,4.0,Madagascar,7342923489.09616,14477635000000.0
1223,Patric,Piura,2013,0.67,United States,4.0,Peru,201217661645.509,16691517000000.0
1224,Paul Young,Madagascar,2014,0.73,United Kingdom,2.25,Madagascar,10673516672.6664,3022827781881.39
1225,Paul Young,Madagascar,2014,0.64,United Kingdom,2.75,Madagascar,10673516672.6664,3022827781881.39
1226,Peppalo,Dominican Republic,2015,0.82,United States,3.0,Dominican Republic,68102618092.1031,18120714000000.0
1227,Pierre Marcolini,Haut Penja,2015,0.7,Belgium,3.25,Cameroon,30916218544.4404,455200045095.643
1230,Pierre Marcolini,Baracoa,2010,0.78,Belgium,3.75,Cuba,64328000000.0,483548031197.108
1231,Pierre Marcolini,Peru,2010,0.85,Belgium,3.0,Peru,147528937028.778,483548031197.108
1232,Pierre Marcolini,Bahia Brazil,2009,0.72,Belgium,3.0,Brazil,1667019605881.76,484552792442.345
1233,Pierre Marcolini,Porcelana,2009,0.72,Belgium,3.0,Mexico,894948748436.748,484552792442.345
1235,Pierre Marcolini,Los Rios,2007,0.72,Belgium,3.75,Ecuador,51007777000.0,471821105940.323
1236,Pierre Marcolini,Sambirano,2007,0.72,Belgium,4.0,Madagascar,7342923489.09616,471821105940.323
1238,Pierre Marcolini,Porcelana,2006,0.72,Belgium,4.0,Mexico,965281191371.844,409813197842.178
1239,Pierre Marcolini,Kendem Lembu,2006,0.72,Belgium,3.0,Indonesia,388167833438.821,409813197842.178
1241,Pinellas,Wampusirpi Region,2016,0.8,United States,2.5,Honduras,21516938909.5686,18624475000000.0
1242,Pitch Dark,Tenor,2015,0.62,United States,2.5,Nicaragua,12747741539.7259,18120714000000.0
1243,Pitch Dark,Johe,2015,0.8,United States,2.75,Nicaragua,12747741539.7259,18120714000000.0
1244,Pitch Dark,Chuno,2015,0.8,United States,2.75,Nicaragua,12747741539.7259,18120714000000.0
1245,Pitch Dark,Nicalizo,2015,0.8,United States,2.75,Nicaragua,12747741539.7259,18120714000000.0
1246,Pitch Dark,Rugoso,2015,0.8,United States,3.25,Nicaragua,12747741539.7259,18120714000000.0
1247,Pitch Dark,Akesson Estate,2014,0.73,United States,3.25,Madagascar,10673516672.6664,17393103000000.0
1248,Pitch Dark,Namau Village,2014,0.73,United States,2.5,Fiji,4469573275.40532,17393103000000.0
1249,Pitch Dark,Camino Verde P.,2014,0.73,United States,3.25,Ecuador,101726331000.0,17393103000000.0
1250,Pitch Dark,Camino Verde P.,2014,0.73,United States,3.5,Ecuador,101726331000.0,17393103000000.0
1251,Pomm (aka Dead Dog),La Red,2012,0.76,United States,2.5,Dominican Republic,60613645121.3529,16155255000000.0
1252,Pomm (aka Dead Dog),Peru,2012,0.82,United States,2.75,Peru,192648999090.082,16155255000000.0
1253,Potomac,Oko Caribe,2016,0.7,United States,3.75,Dominican Republic,71583553487.5646,18624475000000.0
1255,Potomac,Upala w/ nibs,2011,0.7,United States,3.5,Costa Rica,42262697840.385,15517926000000.0
1256,Potomac,Upala,2011,0.7,United States,3.0,Costa Rica,42262697840.385,15517926000000.0
1257,Potomac,San Martin,2011,0.7,United States,2.75,Peru,171761737046.585,15517926000000.0
1258,Potomac,Bahia,2011,0.7,United States,3.5,Brazil,2616201578192.25,15517926000000.0
1259,Potomac,Upala,2010,0.82,United States,3.75,Costa Rica,37268635287.0856,14964372000000.0
1260,Pralus,Peru,2015,0.75,France,3.25,Peru,189212096470.293,2433562015516.21
1264,Pralus,Papouasie,2008,0.75,France,3.0,Papua New Guinea,11670678863.7458,2923465651091.26
1265,Pralus,Sambirano Valley,2008,0.1,France,3.0,Madagascar,9413002920.97008,2923465651091.26
1266,Pralus,Dominican Republic-Organic,2008,0.75,France,2.0,Dominican Republic,48288967303.4896,2923465651091.26
1267,Pralus,Monte Alegre,2008,0.75,France,3.5,Brazil,1695824517395.57,2923465651091.26
1269,Pralus,Monte Alegre (Itacare),2006,0.75,France,3.0,Brazil,1107640325472.35,2325011918203.49
1270,Pralus,Tanzania,2006,0.75,France,3.5,Tanzania,18610460326.5437,2325011918203.49
1273,Pralus,Madagascar,2006,0.75,France,3.75,Madagascar,5515884348.54904,2325011918203.49
1274,Pralus,Java,2006,0.75,France,3.5,Indonesia,388167833438.821,2325011918203.49
1276,Pralus,Jamaique,2006,0.75,France,4.0,Jamaica,11905525197.3285,2325011918203.49
1277,Pralus,Equateur,2006,0.75,France,3.0,Ecuador,46802044000.0,2325011918203.49
1278,Pralus,Vanuatu,2006,0.75,France,3.0,Vanuatu,439376794.094041,2325011918203.49
1279,Pralus,Ghana,2006,0.75,France,3.25,Ghana,20409257610.4746,2325011918203.49
1280,Pralus,Colombie,2006,0.75,France,3.5,Colombia,162590145579.958,2325011918203.49
1281,Pralus,Fortissima,2006,0.8,France,4.0,Ecuador,46802044000.0,2325011918203.49
1282,Pralus,Cuba,2006,0.75,France,3.0,Cuba,52742800000.0,2325011918203.49
1284,Pralus,Djakarta,2006,0.75,France,3.5,Indonesia,388167833438.821,2325011918203.49
1285,Pump Street Bakery,Chocoan Rainforest,2016,0.77,United Kingdom,3.5,Ecuador,98613972000.0,2647898654635.24
1286,Pump Street Bakery,Crayfish Bay Estate,2015,0.7,United Kingdom,3.5,Grenada,997007925.925926,2885570309160.86
1287,Pump Street Bakery,Akesson's,2015,0.74,United Kingdom,3.5,Madagascar,9744243420.48073,2885570309160.86
1288,Pump Street Bakery,Honduras,2015,0.8,United Kingdom,2.75,Honduras,20844284855.0025,2885570309160.86
1290,Pump Street Bakery,Guantupi River,2014,0.75,United Kingdom,3.0,Ecuador,101726331000.0,3022827781881.39
1291,Pump Street Bakery,Akessons Estate,2014,0.72,United Kingdom,3.25,Madagascar,10673516672.6664,3022827781881.39
1292,Pump Street Bakery,Guantupi River,2014,0.85,United Kingdom,2.75,Ecuador,101726331000.0,3022827781881.39
1294,Q Chocolate,Brazil,2013,0.75,Brazil,3.25,Brazil,2472806919901.67,2472806919901.67
1295,Q Chocolate,Brazil,2013,0.85,Brazil,3.5,Brazil,2472806919901.67,2472806919901.67
1296,Q Chocolate,Brazil,2013,0.55,Brazil,2.75,Brazil,2472806919901.67,2472806919901.67
1297,Q Chocolate,Brazil,2013,0.8,Brazil,3.25,Brazil,2472806919901.67,2472806919901.67
1298,Q Chocolate,Brazil,2012,0.6,Brazil,3.0,Brazil,2465188674415.03,2465188674415.03
1299,Q Chocolate,Brazil,2012,0.65,Brazil,3.25,Brazil,2465188674415.03,2465188674415.03
1300,Quetzalli (Wolter),Mexico,2016,0.7,Mexico,2.75,Mexico,1046922702460.87,1046922702460.87
1301,Quetzalli (Wolter),Uranga,2016,0.74,Mexico,3.0,Mexico,1046922702460.87,1046922702460.87
1302,Raaka,Amazon Basin Blend,2016,0.7,United States,3.0,Peru,192207342004.681,18624475000000.0
1304,Raaka,Madagascar,2012,0.75,United States,3.25,Madagascar,9919780071.28764,16155255000000.0
1305,Raaka,La Red,2011,0.85,United States,3.5,Dominican Republic,57746684847.0898,15517926000000.0
1306,Rain Republic,Suchitepequez E.,2010,0.7,Guatemala,2.75,Guatemala,41338595380.8159,41338595380.8159
1308,Ranger,San Martin,2015,0.7,United States,2.5,Peru,189212096470.293,18120714000000.0
1309,Ranger,Chulucanas,2015,0.8,United States,3.25,Peru,189212096470.293,18120714000000.0
1310,Ranger,Tumbes,2015,0.73,United States,3.5,Peru,189212096470.293,18120714000000.0
1311,Raoul Boulanger,Piura,2016,0.75,France,3.25,Peru,192207342004.681,2465453975282.24
1312,Republica del Cacao (aka Confecta),Esmeraldas,2010,0.75,Ecuador,3.25,Ecuador,69555367000.0,69555367000.0
1313,Republica del Cacao (aka Confecta),Los Rios,2009,0.75,Ecuador,2.5,Ecuador,62519686000.0,62519686000.0
1314,Republica del Cacao (aka Confecta),Manabi,2007,0.75,Ecuador,3.0,Ecuador,51007777000.0,51007777000.0
1315,Republica del Cacao (aka Confecta),El Oro,2007,0.67,Ecuador,3.5,Ecuador,51007777000.0,51007777000.0
1316,Republica del Cacao (aka Confecta),Los Rios,2007,0.75,Ecuador,3.75,Ecuador,51007777000.0,51007777000.0
1317,Ritual,Camino Verde P.,2016,0.75,United States,3.75,Ecuador,98613972000.0,18624475000000.0
1318,Ritual,Camino Verde P.,2015,0.85,United States,3.5,Ecuador,99290381000.0,18120714000000.0
1319,Ritual,Toledo District,2013,0.75,United States,3.75,Belize,1613705850.0,16691517000000.0
1320,Ritual,Maranon,2013,0.75,United States,3.0,Peru,201217661645.509,16691517000000.0
1321,Ritual,Sambirano,2012,0.75,United States,4.0,Madagascar,9919780071.28764,16155255000000.0
1322,Ritual,Camino Verde P.,2012,0.75,United States,3.25,Ecuador,87924544000.0,16155255000000.0
1324,Ritual,Costa Rica,2011,0.75,United States,3.5,Costa Rica,42262697840.385,15517926000000.0
1328,Robert (aka Chocolaterie Robert),Madagascar,2013,0.75,Madagascar,3.25,Madagascar,10601690871.7611,10601690871.7611
1329,Robert (aka Chocolaterie Robert),Madagascar w/ nibs,2013,0.68,Madagascar,3.25,Madagascar,10601690871.7611,10601690871.7611
1330,Rococo (Grenada Chocolate Co.),Gru Grococo,2012,0.66,United Kingdom,3.5,Grenada,799882148.148148,2662085168498.93
1331,Rogue,La Masica,2016,0.75,United States,3.75,Honduras,21516938909.5686,18624475000000.0
1333,Rogue,Tranquilidad,2015,0.75,United States,3.25,Bolivia,33000198263.3864,18120714000000.0
1335,Rogue,Akessons Estate,2013,0.7,United States,3.5,Madagascar,10601690871.7611,16691517000000.0
1336,Rogue,Hispaniola,2013,0.7,United States,3.5,Dominican Republic,61965942056.6828,16691517000000.0
1337,Rogue,Silvestre,2013,0.75,United States,4.0,Bolivia,30659338929.0883,16691517000000.0
1338,Rogue,Bachelor's Hall E.,2013,0.75,United States,3.75,Jamaica,14274983015.9485,16691517000000.0
1339,Rogue,Camino Verde P.,2012,0.75,United States,3.75,Ecuador,87924544000.0,16155255000000.0
1340,Rogue,Silvestre,2011,0.75,United States,3.0,Bolivia,23963033443.8518,15517926000000.0
1341,Rogue,Piura,2010,0.75,United States,3.75,Peru,147528937028.778,14964372000000.0
1343,Rogue,Hispaniola,2008,0.7,United States,2.75,Dominican Republic,48288967303.4896,14718582000000.0
1344,Rogue,Jamaica,2008,0.7,United States,2.75,Jamaica,13678606692.2655,14718582000000.0
1345,Rogue,Sambirano,2008,0.7,United States,2.75,Madagascar,9413002920.97008,14718582000000.0
1349,Rozsavolgyi,Sambirano,2012,0.72,Hungary,2.5,Madagascar,9919780071.28764,127856647107.82
1354,S.A.I.D.,Malgascio,2010,0.64,Italy,3.5,Madagascar,8729936135.74487,2125058244242.92
1355,S.A.I.D.,Samana,2010,0.7,Italy,3.0,Dominican Republic,53954579003.5277,2125058244242.92
1359,Salgado,Bahia Superior,2008,0.7,Argentina,3.5,Brazil,1695824517395.57,361558037110.419
1360,Salgado,Esmeraldas,2008,0.7,Argentina,3.5,Ecuador,61762635000.0,361558037110.419
1362,Salgado,Rio Arriba,2008,0.7,Argentina,3.5,Ecuador,61762635000.0,361558037110.419
1363,Santander (Compania Nacional),Colombian 2008,2009,0.75,Colombia,2.75,Colombia,233821670220.294,233821670220.294
1364,Santander (Compania Nacional),Colombian w/ nibs,2009,0.7,Colombia,3.0,Colombia,233821670220.294,233821670220.294
1365,Santander (Compania Nacional),Colombian Semi Dark,2006,0.53,Colombia,2.0,Colombia,162590145579.958,162590145579.958
1366,Santander (Compania Nacional),Colombian,2006,0.65,Colombia,3.0,Colombia,162590145579.958,162590145579.958
1367,Santander (Compania Nacional),Colombian Dark,2006,0.7,Colombia,4.0,Colombia,162590145579.958,162590145579.958
1369,Scharffen Berger,San Juan de Cheni,2012,0.78,United States,4.0,Peru,192648999090.082,16155255000000.0
1370,Scharffen Berger,Markham Valley,2011,0.68,United States,3.75,Papua New Guinea,17984816533.1084,15517926000000.0
1371,Scharffen Berger,Camahogne,2010,0.68,United States,3.5,Grenada,771015888.888889,14964372000000.0
1372,Scharffen Berger,Amina,2010,0.65,United States,3.75,Madagascar,8729936135.74487,14964372000000.0
1373,Scharffen Berger,Tome Acu,2009,0.68,United States,3.75,Brazil,1667019605881.76,14418739000000.0
1374,Scharffen Berger,Asante,2009,0.65,United States,4.0,Ghana,25977847813.7422,14418739000000.0
1375,Scharffen Berger,Ben Tre,2009,0.72,United States,3.75,Vietnam,106014659770.222,14418739000000.0
1380,Scharffen Berger,Kumasi Sambirano,2006,0.68,United States,2.0,Ghana,20409257610.4746,13855888000000.0
1381,Scharffen Berger,Jamaica a l'ancienne,2006,0.7,United States,2.0,Jamaica,11905525197.3285,13855888000000.0
1382,Seaforth,Dominican Republic,2015,0.7,United Kingdom,2.75,Dominican Republic,68102618092.1031,2885570309160.86
1383,Seaforth,Grenada,2015,0.7,United Kingdom,2.75,Grenada,997007925.925926,2885570309160.86
1384,Shark Mountain,Jamaica,2015,0.72,United States,3.25,Jamaica,14186886642.6685,18120714000000.0
